path	name	description	domain	subdomain	tags
skills/implementing-api-schema-validation-security/SKILL.md	implementing-api-schema-validation-security	Implement API schema validation using OpenAPI specifications and JSON	cybersecurity	api-security	 api-security schema-validation openapi json-schema input-validation data-leakage-prevention mass-assignment api-gateway
skills/implementing-api-security-posture-management/SKILL.md	implementing-api-security-posture-management	Implement API Security Posture Management to continuously discover, classify,	cybersecurity	api-security	 api-security aspm api-posture-management api-discovery risk-scoring api-governance continuous-monitoring api-inventory
skills/implementing-api-security-testing-with-42crunch/SKILL.md	implementing-api-security-testing-with-42crunch	Implement comprehensive API security testing using the 42Crunch platform	cybersecurity	api-security	 api-security 42crunch openapi api-audit api-scan conformance-testing shift-left ci-cd-security owasp-api-top-10
skills/implementing-api-threat-protection-with-apigee/SKILL.md	implementing-api-threat-protection-with-apigee	Implement API threat protection using Google Apigee policies including	cybersecurity	api-security	 apigee api-gateway threat-protection json-threat-protection xml-threat-protection spike-arrest oauth2 google-cloud owasp-api-top-10
skills/implementing-application-whitelisting-with-applocker/SKILL.md	implementing-application-whitelisting-with-applocker	'Implements application whitelisting using Windows AppLocker to restrict	cybersecurity	endpoint-security	 endpoint AppLocker application-whitelisting windows-security software-restriction
skills/implementing-aqua-security-for-container-scanning/SKILL.md	implementing-aqua-security-for-container-scanning	Deploy Aqua Security's Trivy scanner to detect vulnerabilities, misconfigurations,	cybersecurity	devsecops	 aqua-security trivy container-scanning vulnerability-scanning sbom image-security supply-chain
skills/implementing-attack-path-analysis-with-xm-cyber/SKILL.md	implementing-attack-path-analysis-with-xm-cyber	Deploy XM Cyber's continuous exposure management platform to map attack	cybersecurity	vulnerability-management	 xm-cyber attack-path-analysis exposure-management ctem choke-points breach-simulation attack-surface
skills/implementing-attack-surface-management/SKILL.md	implementing-attack-surface-management	'Implements external attack surface management (EASM) using Shodan, Censys,	cybersecurity	offensive-security	 attack-surface reconnaissance shodan censys subfinder nuclei asset-discovery
skills/implementing-aws-config-rules-for-compliance/SKILL.md	implementing-aws-config-rules-for-compliance	'Implementing AWS Config rules for continuous compliance monitoring of	cybersecurity	cloud-security	 cloud-security aws config-rules compliance automation remediation
skills/implementing-aws-iam-permission-boundaries/SKILL.md	implementing-aws-iam-permission-boundaries	Configure IAM permission boundaries in AWS to delegate role creation	cybersecurity	identity-access-management	 aws iam permission-boundaries least-privilege delegation cloud-security
skills/implementing-aws-macie-for-data-classification/SKILL.md	implementing-aws-macie-for-data-classification	Implement Amazon Macie to automatically discover, classify, and protect	cybersecurity	cloud-security	 aws macie data-classification s3 pii sensitive-data dlp compliance
skills/implementing-aws-nitro-enclave-security/SKILL.md	implementing-aws-nitro-enclave-security	'Implements AWS Nitro Enclave-based confidential computing environments	cybersecurity	cloud-security	 AWS-Nitro-Enclaves confidential-computing attestation KMS enclave-isolation vsock PCR
skills/implementing-aws-security-hub/SKILL.md	implementing-aws-security-hub	'This skill covers deploying AWS Security Hub as a centralized cloud	cybersecurity	cloud-security	 aws-security-hub cspm compliance-automation security-standards finding-aggregation
skills/implementing-aws-security-hub-compliance/SKILL.md	implementing-aws-security-hub-compliance	'Implementing AWS Security Hub to aggregate security findings across	cybersecurity	cloud-security	 cloud-security aws security-hub compliance cspm cis-benchmark
skills/implementing-azure-ad-privileged-identity-management/SKILL.md	implementing-azure-ad-privileged-identity-management	Configure Microsoft Entra Privileged Identity Management to enforce just-in-time	cybersecurity	identity-access-management	 azure-ad pim entra-id just-in-time privileged-roles identity-governance zero-trust
skills/implementing-azure-defender-for-cloud/SKILL.md	implementing-azure-defender-for-cloud	'Implementing Microsoft Defender for Cloud to enable cloud security posture	cybersecurity	cloud-security	 cloud-security azure defender-for-cloud cspm cwpp security-recommendations
skills/implementing-beyondcorp-zero-trust-access-model/SKILL.md	implementing-beyondcorp-zero-trust-access-model	'Implementing Google''s BeyondCorp zero trust access model to eliminate	cybersecurity	zero-trust-architecture	 beyondcorp zero-trust google-cloud iap identity-aware-proxy ztna access-context-manager
skills/implementing-bgp-security-with-rpki/SKILL.md	implementing-bgp-security-with-rpki	Implement BGP route origin validation using RPKI with Route Origin Authorizations,	cybersecurity	network-security	 bgp rpki route-origin-validation rov roa route-hijacking internet-routing bgp-security prefix-hijack
skills/implementing-browser-isolation-for-zero-trust/SKILL.md	implementing-browser-isolation-for-zero-trust	'Deploys remote browser isolation (RBI) as a core component of a Zero	cybersecurity	network-security	 browser-isolation zero-trust RBI CDR URL-categorization content-disarming secure-web-gateway
skills/implementing-canary-tokens-for-network-intrusion/SKILL.md	implementing-canary-tokens-for-network-intrusion	'Deploys DNS, HTTP, and AWS API key canary tokens across network infrastructure	cybersecurity	security-operations	 canary-tokens intrusion-detection deception network-security honeytokens breach-detection
skills/implementing-cisa-zero-trust-maturity-model/SKILL.md	implementing-cisa-zero-trust-maturity-model	Implement the CISA Zero Trust Maturity Model v2.0 across the five pillars	cybersecurity	zero-trust-architecture	 zero-trust cisa maturity-model federal-compliance governance nist-800-207 identity devices networks applications data-security
skills/implementing-cloud-dlp-for-data-protection/SKILL.md	implementing-cloud-dlp-for-data-protection	'Implementing Cloud Data Loss Prevention (DLP) using Amazon Macie, Azure	cybersecurity	cloud-security	 cloud-security dlp data-protection macie data-classification privacy
skills/implementing-cloud-security-posture-management/SKILL.md	implementing-cloud-security-posture-management	'Implementing Cloud Security Posture Management (CSPM) to continuously	cybersecurity	cloud-security	 cloud-security cspm multi-cloud compliance prowler scoutsuite
skills/implementing-cloud-trail-log-analysis/SKILL.md	implementing-cloud-trail-log-analysis	'Implementing AWS CloudTrail log analysis for security monitoring, threat	cybersecurity	cloud-security	 cloud-security aws cloudtrail log-analysis threat-detection forensics
skills/implementing-cloud-vulnerability-posture-management/SKILL.md	implementing-cloud-vulnerability-posture-management	Implement Cloud Security Posture Management using AWS Security Hub, Azure	cybersecurity	vulnerability-management	 cspm cloud-security aws-security-hub azure-defender prowler scoutsuite misconfiguration cnapp
skills/implementing-cloud-waf-rules/SKILL.md	implementing-cloud-waf-rules	'This skill covers deploying and tuning Web Application Firewall rules	cybersecurity	cloud-security	 cloud-waf aws-waf azure-waf cloudflare-waf owasp-protection rate-limiting
skills/implementing-cloud-workload-protection/SKILL.md	implementing-cloud-workload-protection	'Implements cloud workload protection using boto3 and google-cloud APIs	cybersecurity	cloud-security	 cloud-security cwpp workload-protection boto3 runtime-security process-anomaly-detection
skills/implementing-code-signing-for-artifacts/SKILL.md	implementing-code-signing-for-artifacts	'This skill covers implementing code signing for build artifacts to ensure	cybersecurity	devsecops	 devsecops cicd code-signing supply-chain sigstore secure-sdlc
skills/implementing-conditional-access-policies-azure-ad/SKILL.md	implementing-conditional-access-policies-azure-ad	Configure Microsoft Entra ID (Azure AD) Conditional Access policies for	cybersecurity	identity-access-management	 iam identity access-control azure-ad entra-id conditional-access zero-trust
skills/implementing-conduit-security-for-ot-remote-access/SKILL.md	implementing-conduit-security-for-ot-remote-access	'Implement secure conduit architecture for OT remote access following	cybersecurity	ot-ics-security	 ot-security ics remote-access iec62443 jump-server zero-trust conduit mfa
skills/implementing-container-image-minimal-base-with-distroless/SKILL.md	implementing-container-image-minimal-base-with-distroless	Reduce container attack surface by building application images on Google	cybersecurity	container-security	 distroless container-images minimal-base attack-surface docker security-hardening supply-chain kubernetes
skills/implementing-container-network-policies-with-calico/SKILL.md	implementing-container-network-policies-with-calico	Enforce Kubernetes network segmentation using Calico CNI network policies	cybersecurity	container-security	 container-security kubernetes calico network-policy microsegmentation cni
skills/implementing-continuous-security-validation-with-bas/SKILL.md	implementing-continuous-security-validation-with-bas	Deploy Breach and Attack Simulation tools to continuously validate security	cybersecurity	vulnerability-management	 breach-attack-simulation bas security-validation safebreach attackiq picus cymulate mitre-attack
skills/implementing-data-loss-prevention-with-microsoft-purview/SKILL.md	implementing-data-loss-prevention-with-microsoft-purview	'Implements data loss prevention policies using Microsoft Purview to	cybersecurity	data-protection	 DLP Microsoft-Purview sensitivity-labels endpoint-DLP data-classification compliance
skills/implementing-ddos-mitigation-with-cloudflare/SKILL.md	implementing-ddos-mitigation-with-cloudflare	Configure Cloudflare DDoS protection with managed rulesets, rate limiting,	cybersecurity	network-security	 ddos cloudflare ddos-mitigation rate-limiting waf bot-management layer-7 volumetric-attack network-security
skills/implementing-deception-based-detection-with-canarytoken/SKILL.md	implementing-deception-based-detection-with-canarytoken	Deploy and monitor Canary Tokens via the Thinkst Canary API for deception-based	cybersecurity	deception-technology	 canarytoken deception honeytokens breach-detection Thinkst-Canary tripwire early-warning
skills/implementing-delinea-secret-server-for-pam/SKILL.md	implementing-delinea-secret-server-for-pam	'Implements Delinea Secret Server for privileged access management (PAM)	cybersecurity	identity-access-management	 PAM Delinea Secret-Server privileged-access password-vault credential-management
skills/implementing-device-posture-assessment-in-zero-trust/SKILL.md	implementing-device-posture-assessment-in-zero-trust	'Implementing device posture assessment as a zero trust access control	cybersecurity	zero-trust-architecture	 device-posture zero-trust endpoint-compliance crowdstrike-zta intune conditional-access jamf
skills/implementing-devsecops-security-scanning/SKILL.md	implementing-devsecops-security-scanning	'Integrates Static Application Security Testing (SAST), Dynamic Application	cybersecurity	application-security	 devsecops SAST DAST SCA semgrep trivy owasp-zap gitleaks CI-CD shift-left
skills/implementing-diamond-model-analysis/SKILL.md	implementing-diamond-model-analysis	The Diamond Model of Intrusion Analysis provides a structured framework	cybersecurity	threat-intelligence	 threat-intelligence cti ioc mitre-attack stix diamond-model intrusion-analysis
skills/implementing-digital-signatures-with-ed25519/SKILL.md	implementing-digital-signatures-with-ed25519	Ed25519 is a high-performance digital signature algorithm using the Edwards	cybersecurity	cryptography	 cryptography digital-signatures ed25519 authentication integrity
skills/implementing-disk-encryption-with-bitlocker/SKILL.md	implementing-disk-encryption-with-bitlocker	'Implements full disk encryption using Microsoft BitLocker on Windows	cybersecurity	endpoint-security	 endpoint encryption BitLocker TPM data-protection windows-security
skills/implementing-dmarc-dkim-spf-email-security/SKILL.md	implementing-dmarc-dkim-spf-email-security	SPF, DKIM, and DMARC form the three pillars of email authentication.	cybersecurity	phishing-defense	 phishing email-security social-engineering dmarc awareness dkim spf dns
skills/implementing-dragos-platform-for-ot-monitoring/SKILL.md	implementing-dragos-platform-for-ot-monitoring	'Deploy and configure the Dragos Platform for OT network monitoring,	cybersecurity	ot-ics-security	 ot-security ics dragos threat-detection ot-monitoring scada threat-intelligence ndr
skills/implementing-ebpf-security-monitoring/SKILL.md	implementing-ebpf-security-monitoring	'Implements eBPF-based security monitoring using Cilium Tetragon for	cybersecurity	security-operations	 ebpf tetragon cilium runtime-security observability kernel-security kubernetes-security
skills/implementing-email-sandboxing-with-proofpoint/SKILL.md	implementing-email-sandboxing-with-proofpoint	Email sandboxing detonates suspicious attachments and URLs in isolated	cybersecurity	phishing-defense	 phishing email-security social-engineering dmarc awareness sandboxing proofpoint
skills/implementing-end-to-end-encryption-for-messaging/SKILL.md	implementing-end-to-end-encryption-for-messaging	End-to-end encryption (E2EE) ensures that only the communicating parties	cybersecurity	cryptography	 cryptography encryption e2e messaging signal-protocol
skills/implementing-endpoint-detection-with-wazuh/SKILL.md	implementing-endpoint-detection-with-wazuh	Deploy and configure Wazuh SIEM/XDR for endpoint detection including	cybersecurity	security-operations	 siem xdr wazuh endpoint-detection custom-rules incident-response
skills/implementing-endpoint-dlp-controls/SKILL.md	implementing-endpoint-dlp-controls	'Implements endpoint Data Loss Prevention (DLP) controls to detect and	cybersecurity	endpoint-security	 endpoint DLP data-loss-prevention data-protection content-inspection
skills/implementing-envelope-encryption-with-aws-kms/SKILL.md	implementing-envelope-encryption-with-aws-kms	Envelope encryption is a strategy where data is encrypted with a data	cybersecurity	cryptography	 cryptography encryption aws kms envelope-encryption key-management
skills/implementing-epss-score-for-vulnerability-prioritization/SKILL.md	implementing-epss-score-for-vulnerability-prioritization	Integrate FIRST's Exploit Prediction Scoring System (EPSS) API to prioritize	cybersecurity	vulnerability-management	 epss vulnerability-prioritization first exploit-prediction cvss risk-based machine-learning
skills/implementing-file-integrity-monitoring-with-aide/SKILL.md	implementing-file-integrity-monitoring-with-aide	Configure AIDE (Advanced Intrusion Detection Environment) for file integrity	cybersecurity	endpoint-security	 aide file-integrity hids baseline intrusion-detection compliance linux-security
skills/implementing-fuzz-testing-in-cicd-with-aflplusplus/SKILL.md	implementing-fuzz-testing-in-cicd-with-aflplusplus	Integrate AFL++ coverage-guided fuzz testing into CI/CD pipelines to	cybersecurity	devsecops	 aflplusplus fuzz-testing cicd coverage-guided-fuzzing security-testing vulnerability-discovery afl
skills/implementing-gcp-binary-authorization/SKILL.md	implementing-gcp-binary-authorization	Implement GCP Binary Authorization to enforce deploy-time security controls	cybersecurity	cloud-security	 gcp binary-authorization container-security supply-chain gke cloud-run attestation software-integrity
skills/implementing-gcp-organization-policy-constraints/SKILL.md	implementing-gcp-organization-policy-constraints	Implement GCP Organization Policy constraints to enforce security guardrails	cybersecurity	cloud-security	 gcp organization-policy constraints governance compliance cloud-security resource-manager
skills/implementing-gcp-vpc-firewall-rules/SKILL.md	implementing-gcp-vpc-firewall-rules	'Implementing and auditing GCP VPC firewall rules to enforce network	cybersecurity	cloud-security	 cloud-security gcp vpc firewall-rules network-security segmentation
skills/implementing-gdpr-data-protection-controls/SKILL.md	implementing-gdpr-data-protection-controls	The General Data Protection Regulation (EU) 2016/679 (GDPR) is the EU's	cybersecurity	compliance-governance	 compliance governance gdpr privacy data-protection eu-regulation
skills/implementing-gdpr-data-subject-access-request/SKILL.md	implementing-gdpr-data-subject-access-request	'Automates GDPR Data Subject Access Request (DSAR) workflows including	cybersecurity	privacy-compliance	 gdpr dsar privacy pii-discovery data-subject-rights compliance article-15
skills/implementing-github-advanced-security-for-code-scanning/SKILL.md	implementing-github-advanced-security-for-code-scanning	Configure GitHub Advanced Security with CodeQL to perform automated static	cybersecurity	devsecops	 github-advanced-security codeql sast code-scanning supply-chain-security devops-security shift-left
skills/implementing-google-workspace-admin-security/SKILL.md	implementing-google-workspace-admin-security	'Implements comprehensive Google Workspace security hardening including	cybersecurity	identity-access-management	 Google-Workspace admin-security MFA DMARC DLP OAuth cloud-security
skills/implementing-google-workspace-phishing-protection/SKILL.md	implementing-google-workspace-phishing-protection	Configure Google Workspace advanced phishing and malware protection settings	cybersecurity	phishing-defense	 google-workspace gmail phishing email-security safe-browsing anti-spoofing admin-console
skills/implementing-google-workspace-sso-configuration/SKILL.md	implementing-google-workspace-sso-configuration	Configure SAML 2.0 single sign-on for Google Workspace with a third-party	cybersecurity	identity-access-management	 google-workspace sso saml identity-provider authentication federation
skills/implementing-hardware-security-key-authentication/SKILL.md	implementing-hardware-security-key-authentication	'Implements FIDO2/WebAuthn hardware security key authentication including	cybersecurity	identity-and-access-management	 FIDO2 WebAuthn hardware-security-key YubiKey passkeys passwordless-authentication CTAP2
skills/implementing-hashicorp-vault-dynamic-secrets/SKILL.md	implementing-hashicorp-vault-dynamic-secrets	'Implements HashiCorp Vault dynamic secrets engines for database credentials,	cybersecurity	identity-access-management	 HashiCorp-Vault dynamic-secrets secrets-management database-credentials AWS-secrets PKI
skills/implementing-hipaa-security-rule-safeguards/SKILL.md	implementing-hipaa-security-rule-safeguards	>-	cybersecurity	compliance-governance	 hipaa hipaa-security-rule ephi phi 45-cfr-164 risk-analysis baa breach-notification ocr compliance governance
skills/implementing-honeypot-for-ransomware-detection/SKILL.md	implementing-honeypot-for-ransomware-detection	'Deploys canary files, honeypot shares, and decoy systems to detect ransomware	cybersecurity	ransomware-defense	 ransomware detection honeypot canary defense deception
skills/implementing-honeytokens-for-breach-detection/SKILL.md	implementing-honeytokens-for-breach-detection	'Deploys canary tokens and honeytokens (fake AWS credentials, DNS canaries,	cybersecurity	security-operations	 deception-technology honeytokens canary-tokens breach-detection dns-canary security-operations
skills/implementing-ics-firewall-with-tofino/SKILL.md	implementing-ics-firewall-with-tofino	'Deploy and configure Tofino industrial firewalls from Belden/Hirschmann	cybersecurity	ot-ics-security	 ot-security ics firewall tofino belden deep-packet-inspection network-security scada
skills/implementing-identity-governance-with-sailpoint/SKILL.md	implementing-identity-governance-with-sailpoint	Deploy SailPoint IdentityNow or IdentityIQ for identity governance and	cybersecurity	identity-access-management	 iam identity access-control governance sailpoint iga lifecycle
skills/implementing-identity-verification-for-zero-trust/SKILL.md	implementing-identity-verification-for-zero-trust	Implement continuous identity verification for zero trust using phishing-resistant	cybersecurity	zero-trust-architecture	 zero-trust identity authentication mfa identity-verification
skills/implementing-iec-62443-security-zones/SKILL.md	implementing-iec-62443-security-zones	'This skill covers designing and implementing security zones and conduits	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 network-segmentation zones-conduits
skills/implementing-image-provenance-verification-with-cosign/SKILL.md	implementing-image-provenance-verification-with-cosign	Sign and verify container image provenance using Sigstore Cosign with	cybersecurity	container-security	 cosign sigstore image-signing supply-chain provenance keyless slsa
skills/implementing-immutable-backup-with-restic/SKILL.md	implementing-immutable-backup-with-restic	'Implements immutable backup strategy using restic with S3-compatible	cybersecurity	ransomware-defense	 restic backup immutable ransomware s3 object-lock worm recovery
skills/implementing-infrastructure-as-code-security-scanning/SKILL.md	implementing-infrastructure-as-code-security-scanning	'This skill covers implementing automated security scanning for Infrastructure	cybersecurity	devsecops	 devsecops cicd iac-security checkov tfsec terraform secure-sdlc
skills/implementing-iso-27001-information-security-management/SKILL.md	implementing-iso-27001-information-security-management	ISO/IEC 27001:2022 is the international standard for establishing, implementing,	cybersecurity	compliance-governance	 compliance governance iso27001 isms risk-management certification
skills/implementing-just-in-time-access-provisioning/SKILL.md	implementing-just-in-time-access-provisioning	Implement Just-In-Time (JIT) access provisioning to eliminate standing	cybersecurity	identity-access-management	 iam identity access-control jit provisioning zero-trust least-privilege
skills/implementing-jwt-signing-and-verification/SKILL.md	implementing-jwt-signing-and-verification	JSON Web Tokens (JWT) defined in RFC 7519 are compact, URL-safe tokens	cybersecurity	cryptography	 cryptography jwt authentication token-security digital-signatures
skills/implementing-kubernetes-network-policy-with-calico/SKILL.md	implementing-kubernetes-network-policy-with-calico	Implement Kubernetes network segmentation using Calico NetworkPolicy	cybersecurity	container-security	 calico kubernetes network-policy network-segmentation zero-trust cni
skills/implementing-kubernetes-pod-security-standards/SKILL.md	implementing-kubernetes-pod-security-standards	Pod Security Standards (PSS) define three levels of security policies Privileged, Baseline, and Restricted -- enforced by the Pod Security Admission	cybersecurity	container-security	 containers kubernetes security pod-security PSA
skills/implementing-llm-guardrails-for-security/SKILL.md	implementing-llm-guardrails-for-security	'Implements input and output validation guardrails for LLM-powered applications	cybersecurity	ai-security	 LLM-guardrails NeMo-Guardrails input-validation output-filtering AI-safety
skills/implementing-log-forwarding-with-fluentd/SKILL.md	implementing-log-forwarding-with-fluentd	Configure Fluentd and Fluent Bit for centralized log aggregation, routing,	cybersecurity	security-operations	 fluentd fluent-bit log-aggregation log-forwarding siem centralized-logging observability
skills/implementing-log-integrity-with-blockchain/SKILL.md	implementing-log-integrity-with-blockchain	Build an append-only log integrity chain using SHA-256 hash chaining	cybersecurity	security-operations	 log-integrity tamper-detection hash-chaining sha-256 audit-logging security-operations
skills/implementing-memory-protection-with-dep-aslr/SKILL.md	implementing-memory-protection-with-dep-aslr	'Implements memory protection mechanisms including DEP (Data Execution	cybersecurity	endpoint-security	 endpoint memory-protection DEP ASLR exploit-mitigation CFG
skills/implementing-microsegmentation-with-guardicore/SKILL.md	implementing-microsegmentation-with-guardicore	'Implementing microsegmentation using Akamai Guardicore Segmentation	cybersecurity	zero-trust-architecture	 microsegmentation guardicore akamai zero-trust east-west-traffic network-segmentation lateral-movement
skills/implementing-mimecast-targeted-attack-protection/SKILL.md	implementing-mimecast-targeted-attack-protection	Deploy Mimecast Targeted Threat Protection including URL Protect, Attachment	cybersecurity	phishing-defense	 mimecast email-security targeted-threat-protection url-protect impersonation attachment-sandboxing phishing
skills/implementing-mitre-attack-coverage-mapping/SKILL.md	implementing-mitre-attack-coverage-mapping	Implement MITRE ATT&CK coverage mapping to identify detection gaps, prioritize	cybersecurity	soc-operations	 mitre-attack detection-coverage gap-analysis attack-navigator soc detection-engineering
skills/implementing-mobile-application-management/SKILL.md	implementing-mobile-application-management	'Implements Mobile Application Management (MAM) policies to protect enterprise	cybersecurity	mobile-security	 mobile-security android ios mam enterprise-security owasp-mobile
skills/implementing-mtls-for-zero-trust-services/SKILL.md	implementing-mtls-for-zero-trust-services	'Configures mutual TLS (mTLS) authentication between microservices using	cybersecurity	security-operations	 mtls zero-trust mutual-tls service-authentication certificate-management microservices-security
skills/implementing-nerc-cip-compliance-controls/SKILL.md	implementing-nerc-cip-compliance-controls	'This skill covers implementing North American Electric Reliability Corporation	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 nerc-cip power-grid compliance
skills/implementing-network-access-control/SKILL.md	implementing-network-access-control	'Implements 802.1X port-based network access control using RADIUS authentication,	cybersecurity	network-security	 network-security nac 802.1x radius packetfence
skills/implementing-network-access-control-with-cisco-ise/SKILL.md	implementing-network-access-control-with-cisco-ise	Deploy Cisco Identity Services Engine for 802.1X wired and wireless authentication,	cybersecurity	network-security	 cisco-ise 802.1x nac radius network-access-control posture-assessment mab dynamic-vlan eap-tls
skills/implementing-network-deception-with-honeypots/SKILL.md	implementing-network-deception-with-honeypots	Deploy and manage network honeypots using OpenCanary, T-Pot, or Cowrie	cybersecurity	deception-technology	 deception honeypot opencanary cowrie t-pot detection lateral-movement network-security
skills/implementing-network-intrusion-prevention-with-suricata/SKILL.md	implementing-network-intrusion-prevention-with-suricata	Deploy and configure Suricata as a network intrusion prevention system	cybersecurity	network-security	 suricata ips ids intrusion-prevention network-security emerging-threats rule-management nfqueue inline-mode
skills/implementing-network-policies-for-kubernetes/SKILL.md	implementing-network-policies-for-kubernetes	Kubernetes NetworkPolicies provide pod-level network segmentation by	cybersecurity	container-security	 containers kubernetes security network-policies microsegmentation
skills/implementing-network-segmentation-for-ot/SKILL.md	implementing-network-segmentation-for-ot	'This skill covers implementing network segmentation in Operational Technology	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 network-segmentation vlan
skills/implementing-network-segmentation-with-firewall-zones/SKILL.md	implementing-network-segmentation-with-firewall-zones	Design and implement network segmentation using firewall security zones,	cybersecurity	network-security	 network-segmentation firewall-zones vlan microsegmentation lateral-movement zero-trust acl east-west-traffic pci-dss
skills/implementing-network-traffic-analysis-with-arkime/SKILL.md	implementing-network-traffic-analysis-with-arkime	Deploy and query Arkime (formerly Moloch) for full packet capture network	cybersecurity	network-security	 network-security arkime full-packet-capture nta pcap-analysis network-forensics
skills/implementing-network-traffic-baselining/SKILL.md	implementing-network-traffic-baselining	Build network traffic baselines from NetFlow/IPFIX data using Python	cybersecurity	network-security	 netflow ipfix traffic-analysis baselining anomaly-detection pandas network-monitoring
skills/implementing-next-generation-firewall-with-palo-alto/SKILL.md	implementing-next-generation-firewall-with-palo-alto	Configure and deploy Palo Alto Networks next-generation firewalls with	cybersecurity	network-security	 palo-alto ngfw firewall app-id user-id threat-prevention network-security ssl-decryption zone-protection
skills/implementing-opa-gatekeeper-for-policy-enforcement/SKILL.md	implementing-opa-gatekeeper-for-policy-enforcement	Enforce Kubernetes admission policies using OPA Gatekeeper with ConstraintTemplates,	cybersecurity	container-security	 opa gatekeeper kubernetes admission-control policy-as-code rego
skills/implementing-ot-incident-response-playbook/SKILL.md	implementing-ot-incident-response-playbook	'Develop and implement OT-specific incident response playbooks aligned	cybersecurity	ot-ics-security	 ot-security ics incident-response playbook sans iec62443 nist safety-critical
skills/implementing-ot-network-traffic-analysis-with-nozomi/SKILL.md	implementing-ot-network-traffic-analysis-with-nozomi	'Deploy Nozomi Networks Guardian sensors for passive OT network traffic	cybersecurity	ot-ics-security	 ot-security ics nozomi guardian network-monitoring asset-visibility anomaly-detection ndr
skills/implementing-pam-for-database-access/SKILL.md	implementing-pam-for-database-access	Deploy privileged access management for database systems including Oracle,	cybersecurity	identity-access-management	 iam identity access-control privileged-access pam database dba
skills/implementing-passwordless-auth-with-microsoft-entra/SKILL.md	implementing-passwordless-auth-with-microsoft-entra	'Implements passwordless authentication using Microsoft Entra ID with	cybersecurity	identity-access-management	 passwordless FIDO2 passkeys Microsoft-Entra Windows-Hello phishing-resistant-MFA
skills/implementing-passwordless-authentication-with-fido2/SKILL.md	implementing-passwordless-authentication-with-fido2	Deploy FIDO2/WebAuthn passwordless authentication using security keys	cybersecurity	identity-access-management	 iam identity access-control authentication fido2 webauthn passwordless
skills/implementing-patch-management-for-ot-systems/SKILL.md	implementing-patch-management-for-ot-systems	'This skill covers implementing a structured patch management program	cybersecurity	ot-ics-security	 ot-security ics scada industrial-control iec62443 patch-management vulnerability-management
skills/implementing-patch-management-workflow/SKILL.md	implementing-patch-management-workflow	Patch management is the systematic process of identifying, testing, deploying,	cybersecurity	vulnerability-management	 vulnerability-management patch-management wsus sccm ansible risk
skills/implementing-pci-dss-compliance-controls/SKILL.md	implementing-pci-dss-compliance-controls	PCI DSS 4.0.1 establishes 12 requirements across 6 control objectives	cybersecurity	compliance-governance	 compliance governance pci-dss payment-security cardholder-data
skills/implementing-pod-security-admission-controller/SKILL.md	implementing-pod-security-admission-controller	Implement Kubernetes Pod Security Admission to enforce baseline and restricted	cybersecurity	container-security	 kubernetes pod-security-admission psa pod-security-standards admission-controller
skills/implementing-policy-as-code-with-open-policy-agent/SKILL.md	implementing-policy-as-code-with-open-policy-agent	'This skill covers implementing Open Policy Agent (OPA) and Gatekeeper	cybersecurity	devsecops	 devsecops cicd opa gatekeeper policy-as-code kubernetes secure-sdlc
skills/implementing-privileged-access-management-with-cyberark/SKILL.md	implementing-privileged-access-management-with-cyberark	Deploy CyberArk Privileged Access Management to discover, vault, rotate,	cybersecurity	identity-access-management	 iam identity access-control privileged-access pam cyberark
skills/implementing-privileged-access-workstation/SKILL.md	implementing-privileged-access-workstation	Design and implement Privileged Access Workstations (PAWs) with device	cybersecurity	identity-and-access-management	 privileged-access PAW zero-trust device-hardening CyberArk BeyondTrust just-in-time-access
skills/implementing-privileged-session-monitoring/SKILL.md	implementing-privileged-session-monitoring	'Implements privileged session monitoring and recording using Privileged	cybersecurity	identity-access-management	 PAM CyberArk PSM privileged-session session-recording session-monitoring compliance
skills/implementing-proofpoint-email-security-gateway/SKILL.md	implementing-proofpoint-email-security-gateway	Deploy and configure Proofpoint Email Protection as a secure email gateway	cybersecurity	phishing-defense	 email-security proofpoint secure-email-gateway phishing anti-spam anti-malware bec email-filtering
skills/implementing-purdue-model-network-segmentation/SKILL.md	implementing-purdue-model-network-segmentation	'Implement network segmentation based on the Purdue Enterprise Reference	cybersecurity	ot-ics-security	 ot-security ics purdue-model network-segmentation iec62443 defense-in-depth dmz scada
skills/implementing-ransomware-backup-strategy/SKILL.md	implementing-ransomware-backup-strategy	'Designs and implements a ransomware-resilient backup strategy following	cybersecurity	ransomware-defense	 ransomware backup incident-response defense recovery immutable-storage
skills/implementing-ransomware-kill-switch-detection/SKILL.md	implementing-ransomware-kill-switch-detection	'Detects and exploits ransomware kill switch mechanisms including mutex-based	cybersecurity	ransomware-defense	 ransomware kill-switch mutex detection WannaCry malware-analysis
skills/implementing-rapid7-insightvm-for-scanning/SKILL.md	implementing-rapid7-insightvm-for-scanning	Deploy and configure Rapid7 InsightVM Security Console and Scan Engines	cybersecurity	vulnerability-management	 rapid7 insightvm vulnerability-scanning nexpose scan-engine asset-discovery authenticated-scanning
skills/implementing-rbac-hardening-for-kubernetes/SKILL.md	implementing-rbac-hardening-for-kubernetes	Harden Kubernetes Role-Based Access Control by implementing least-privilege	cybersecurity	container-security	 kubernetes rbac access-control least-privilege security-hardening iam oidc service-accounts
